id,imdb_id,belongs_to_collection,poster_path,original_title,title,genres,status,release_date,release_year,runtime,cast,crew,overview,spoken_languages,popularity2,rating,totalVotes,budget,revenue
654,tt0123948,,/7D3WusTSQPlIRvpf9SfRCpTQm57.jpg,キュア,Cure,"['Crime', 'Horror', 'Mystery', 'Thriller']",Released,11/6/1997,1997,111.0,"['Koji Yakusho', 'Masato Hagiwara', 'Tsuyoshi Ujiki']",['Kiyoshi Kurosawa'],"A wave of gruesome murders is sweeping Tokyo. The only connection is a bloody X carved into the neck of each of the victims. In each case, the murderer is found near the victim and remembers nothing of the crime. Detective Takabe and psychologist Sakuma are called in to figure out the connection, but their investigation goes nowhere...",['日本語'],4.649,7.3,97.0,20000,99000
655,tt0480669,,/yaPwrv8c2ZKVHdUicUUnA9LvCCh.jpg,Los cronocrímenes,Timecrimes,"['Science Fiction', 'Thriller']",Released,9/20/2007,2007,92.0,"['Karra Elejalde', 'Candela Fern√°ndez', 'B√°rbara Goenaga']",['Nacho Vigalondo'],A man accidentally gets into a time machine and travels back in time nearly an hour. Finding himself will be the first of a series of disasters of unforeseeable consequences.,['Español'],6.537999999999999,7.1,495.0,2600000,553198
656,tt0112883,,/fe0TuYz9jCKUba2Omj48K8bWJ8z.jpg,Don Juan DeMarco,Don Juan DeMarco,"['Romance', 'Drama', 'Comedy']",Released,10/1/1994,1994,97.0,"['Johnny Depp', 'Marlon Brando', 'Faye Dunaway']",['Jeremy Leven'],"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",['English'],7.9239999999999995,6.3,324.0,25000000,22200000
657,tt0110950,,/gbi7dmxPNVqJQpKnHOpZ9dmeWAO.jpg,Reality Bites,Reality Bites,['Drama'],Released,2/18/1994,1994,99.0,"['Winona Ryder', 'Ben Stiller', 'Janeane Garofalo']",['Ben Stiller'],"A small circle of friends suffering from post-collegiate blues must confront the hard truth about life, love and the pursuit of gainful employment. As they struggle to map out survival guides for the future, the Gen-X quartet soon begins to realize that reality isn't all it's cracked up to be.",['English'],7.934,6.6,310.0,11500000,20079850
658,tt0089886,,/1HxrHluqDwou74TrE3bRqoiQN9N.jpg,Real Genius,Real Genius,"['Comedy', 'Romance']",Released,8/7/1985,1985,106.0,"['Val Kilmer', 'Gabriel Jarret', 'Michelle Meyrink']",['Martha Coolidge'],"Chris is the top brain who just wants to party, Mitch is the 15-year-old college wiz kid. Supposedly hard at work on a lab project with a mysterious deadline, they still find time to use their genius to discover new ways to have fun.",['English'],8.49,6.7,168.0,0,13000000
659,tt1191111,,/AvD7oAOit8FZYG1fH2GA5SPLDst.jpg,Enter the Void,Enter the Void,"['Fantasy', 'Drama']",Released,5/5/2009,2009,161.0,"['Nathaniel Brown', 'Paz de la Huerta', 'Cyril Roy']",['Gaspar No√©'],"This psychedelic tour of life after death is seen entirely from the point of view of Oscar (Nathaniel Brown), a young American drug dealer and addict living in Tokyo with his prostitute sister, Linda (Paz de la Huerta). When Oscar is killed by police during a bust gone bad, his spirit journeys from the past -- where he sees his parents before their deaths -- to the present -- where he witnesses his own autopsy -- and then to the future, where he looks out for his sister from beyond the grave.","['English', '日本語']",8.855,7.3,702.0,13000000,754249
660,tt1034314,"[{'id': 312977, 'name': 'Iron Sky Collection', 'poster_path': '/naglSR1dCuhpX0MHjSa4Cb9YObm.jpg', 'backdrop_path': None}]",/4qyVtcCFqrlLMgHtlyxP57PI3ls.jpg,Iron Sky,Iron Sky,"['Action', 'Comedy', 'Science Fiction']",Released,3/10/2012,2012,93.0,"['Julia Dietze', 'Christopher Kirby', 'G√∂tz Otto']",['Timo Vuorensola'],"In the last moments of World War II, a secret Nazi space program evaded destruction by fleeing to the Dark Side of the Moon. During 70 years of utter secrecy, the Nazis construct a gigantic space fortress with a massive armada of flying saucers.","['English', 'Deutsch']",8.305,5.7,781.0,7500000,8135031
661,tt0434409,,/AoGpqw4S4ZGgwhlM3FgzFVwyIGl.jpg,V for Vendetta,V for Vendetta,"['Action', 'Thriller', 'Fantasy']",Released,3/15/2006,2006,132.0,"['Natalie Portman', 'Hugo Weaving', 'Stephen Rea']",['James McTeigue'],"In a world in which Great Britain has become a fascist state, a masked vigilante known only as 'V' conducts guerrilla warfare against the oppressive British government. When 'V' rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",['English'],15.950999999999999,7.9,7530.0,54000000,132511035
662,tt1854236,,/z6Q0gykRcyUE9i40iWCc9me6N45.jpg,Den Skaldede Frisør,Love Is All You Need,"['Comedy', 'Romance']",Released,9/4/2012,2012,116.0,"['Pierce Brosnan', 'Trine Dyrholm', 'Molly Blixt Egelind']",['Susanne Bier'],"Romantic comedy from Academy Award winner Susanne Bier (Brothers, In a Better World), about two very different families brought together for a wedding in a beautiful old Italian villa.","['Dansk', 'Italiano', 'English']",8.109,5.9,143.0,5500000,10016934
663,tt1172233,,/llpanXzIJq65qEM4weBaYaLEiY9.jpg,Whip It,Whip It,['Drama'],Released,9/13/2009,2009,111.0,"['Ellen Page', 'Alia Shawkat', 'Kristen Wiig']",['Drew Barrymore'],"In Bodeen, Texas, Land Of The Dragon, an indie-rock loving misfit finds a way of dealing with her small-town misery after she discovers a roller derby league in nearby Austin.",['English'],7.646,6.7,582.0,15000000,16633035
664,tt1991245,,/sSjARwbHdUabVJs3y1TtoCfpckx.jpg,Chernobyl Diaries,Chernobyl Diaries,"['Horror', 'Thriller']",Released,5/24/2012,2012,88.0,"['Jesse McCartney', 'Jonathan Sadowski', 'Olivia Taylor Dudley']",['Bradley Parker'],"A group of six tourists looking to go off the beaten path, hire an 'extreme tour guide'. Ignoring warnings, he takes them into the city of Pripyat, the former home to the workers of the Chernobyl nuclear reactor, but a deserted town since the disaster more than 25 years earlier. After a brief exploration of the abandoned city, the group members find themselves stranded, only to discover that they are not alone.",['English'],8.295,5.0,793.0,0,18112929
665,tt0110168,,/5IDw3jzhLzA17Y2q2obyHZKga4I.jpg,My Summer Story,My Summer Story,['Family'],Released,9/23/1994,1994,85.0,"['Charles Grodin', 'Kieran Culkin', 'Mary Steenburgen']",['Bob Clark'],"It is now summer in the Parker family; and the usual amount of numerous events are happening in their separate lives. Ralphie is searching for the perfect top to use to beat the school bully with, the Old Man is in battle with their hillbilly neighbors, the Bumpus, while eagerly awaiting the discovery of the perfect fishing spot, and the Mother is attempting to collect all of the pieces of a glass china set at a local movie theater.",['English'],0.0,0.0,0.0,0,70
666,tt1340773,"[{'id': 86668, 'name': 'Elektra Luxx Collection', 'poster_path': '/6HP0JujRP7IUhymQW1IZPtqbxsi.jpg', 'backdrop_path': '/o2fZZfJH3c3EB8DXWz7jenonlCm.jpg'}]",/t9DNoDwHHLO7KDpIiQN4gVL0QZI.jpg,Elektra Luxx,Elektra Luxx,"['Action', 'Comedy', 'Drama']",Released,3/14/2010,2010,98.0,"['Carla Gugino', 'Joseph Gordon-Levitt', 'Timothy Olyphant']",['Sebastian Gutierrez'],"A favor for a woman from her past throws the life of a pregnant, retired porn star into chaos.",['English'],4.655,4.9,71.0,0,10
667,tt1170358,"[{'id': 121938, 'name': 'The Hobbit Collection', 'poster_path': '/hm2VtxeCBqWJnPNmvXPPXiHydyp.jpg', 'backdrop_path': '/7wO7MSnP5UcwR2cTHdJFF1vP4Ie.jpg'}]",/gQCiuxGsfiXH1su6lp9n0nd0UeH.jpg,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,"['Adventure', 'Fantasy']",Released,12/11/2013,2013,161.0,"['Martin Freeman', 'Ian McKellen', 'Richard Armitage']",['Peter Jackson'],"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",['English'],18.718,7.6,7234.0,250000000,958400000
668,tt2402085,,/uSsCEuRot797GM8zXr4IaszbIft.jpg,Jimi: All Is by My Side,Jimi: All Is by My Side,"['Drama', 'Music']",Released,9/7/2013,2013,118.0,"['Andr√© Benjamin', 'Hayley Atwell', 'Imogen Poots']",['John Ridley'],A drama based on Jimi Hendrix's pre-fame years.,['English'],6.169,5.5,93.0,0,340911
669,tt1770734,,/y9gwGDTZWFrC3TvtM1cJgoypsQW.jpg,Shadow Dancer,Shadow Dancer,['Thriller'],Released,2/12/2012,2012,101.0,"['Andrea Riseborough', 'Clive Owen', 'Gillian Anderson']",['James Marsh'],"Set in 1990s Belfast, a woman is forced to betray all she believes in for the sake of her son.",['English'],6.314,6.0,120.0,6300000,419953
670,tt0113041,"[{'id': 96871, 'name': 'Father of the Bride Collection', 'poster_path': '/nts4iOmNnq7GNicycMJ9pSAn204.jpg', 'backdrop_path': '/7qwE57OVZmMJChBpLEbJEmzUydk.jpg'}]",/e64sOI48hQXyru7naBFyssKFxVd.jpg,Father of the Bride Part II,Father of the Bride Part II,['Comedy'],Released,2/10/1995,1995,106.0,"['Steve Martin', 'Diane Keaton', 'Martin Short']",['Charles Shyer'],"Just when George Banks has recovered from his daughter's wedding, he receives the news that she's pregnant ... and that George's wife, Nina, is expecting too. He was planning on selling their home, but that's a plan that -- like George -- will have to change with the arrival of both a grandchild and a kid of his own.",['English'],8.494,6.1,284.0,0,76578911
671,tt0055798,,/sIzesANhTImFyeIdL0hrqMzgckG.jpg,Birdman of Alcatraz,Birdman of Alcatraz,['Drama'],Released,7/3/1962,1962,147.0,"['Burt Lancaster', 'Karl Malden', 'Thelma Ritter']",['John Frankenheimer'],"After killing a prison guard, convict Robert Stroud faces life imprisonment in solitary confinement. Driven nearly mad by loneliness and despair, Stroud's life gains new meaning when he happens upon a helpless baby sparrow in the exercise yard and nurses it back to health. Despite having only a third grade education, Stroud goes on to become a renowned ornithologist and achieves a greater sense of freedom and purpose behind bars than most people find in the outside world.",['English'],5.996,7.4,109.0,2650000,3100000
672,tt1499201,,/hht5Yrpmbtk6WCZnY6RmAdyfv52.jpg,Anjaana Anjaani,Anjaana Anjaani,"['Comedy', 'Drama', 'Music', 'Romance']",Released,9/24/2010,2010,151.0,"['Priyanka Chopra', 'Ranbir Kapoor', 'Vishal Malhotra']",['Siddharth Anand'],"Akash (Ranbir Kapoor) and Kiara (Priyanka Chopra) are trying to find luck in their life after several failed attempts to be successful in their careers and in love. Fed up, they both decide to commit suicide by jumping off a bridge. However, both land up on the same bridge at the same time.",['हिन्दी'],3.852,5.9,43.0,6400000,5900000
673,tt2771372,,/nS3L07mQfcNJcisLEKgi8fWoBS1.jpg,Veronica Mars,Veronica Mars,"['Comedy', 'Drama', 'Crime']",Released,3/13/2014,2014,107.0,"['Kristen Bell', 'Jason Dohring', 'Enrico Colantoni']",['Rob Thomas'],"Years after walking away from her past as a teenage private eye, Veronica Mars gets pulled back to her hometown - just in time for her high school reunion - in order to help her old flame Logan Echolls, who's embroiled in a murder mystery.",['English'],7.768,6.6,665.0,6000000,3485127
674,tt0087985,,/hVyeN1aFmqLsRK9VNElETYBDtnf.jpg,Red Dawn,Red Dawn,"['Action', 'Thriller']",Released,8/10/1984,1984,114.0,"['Patrick Swayze', 'C. Thomas Howell', 'Lea Thompson']",['John Milius'],"It is the mid-1980s. From out of the sky, Soviet and Cuban troops begin landing on the football field of a Colorado high school. In seconds, the paratroops have attacked the school and sent a group of teenagers fleeing into the mountains. Armed only with hunting rifles, pistols and bows and arrows, the teens struggles to survive the bitter winter and Soviet KGB patrols hunting for them.","['English', 'Pусский', 'Español']",8.057,6.3,330.0,4200000,38376497
675,tt0382992,,/tiezxIq6TJO4B09c13Z8a675dDy.jpg,Stealth,Stealth,['Action'],Released,7/28/2005,2005,121.0,"['Josh Lucas', 'Jessica Biel', 'Jamie Foxx']",['Rob Cohen'],"Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control ... before it initiates the next world war.","['English', 'Deutsch', '한국어/조선말', 'Pусский', 'Español']",9.07,5.1,476.0,135000000,76932943
676,tt0289408,,/3bbSX8mKd3pUFvGdyPpl1LYsNWu.jpg,The Powerpuff Girls Movie,The Powerpuff Girls Movie,"['Animation', 'Action', 'Family']",Released,7/3/2002,2002,77.0,"['Cathy Cavadini', 'Tara Strong', 'E.G. Daily']",['Craig McCracken'],"The Powerpuff Girls Movie tells the origin story of how the Powerpuff Girls were created and how they came to be the defenders of Townsville. It was the first Hanna-Barbera/Cartoon Network Studios theatrical feature film since 1993's Once Upon a Forest, and is the only film based on a Cartoon Network series to be released theatrically.",['English'],6.64,6.0,85.0,10000000,11411644
677,tt1650554,"[{'id': 179892, 'name': 'Kick-Ass Collection', 'poster_path': '/2UzHizIS6Z87ocDdY4TALPj1EqD.jpg', 'backdrop_path': '/fYMsCXEMguNlSORJIHydfBgOnty.jpg'}]",/pmdvrKYRdw7QxkLDaJzr6xMEqEZ.jpg,Kick-Ass 2,Kick-Ass 2,"['Action', 'Adventure', 'Crime']",Released,7/17/2013,2013,103.0,"['Aaron Taylor-Johnson', 'Chlo√´ Grace Moretz', 'Christopher Mintz-Plasse']",['Jeff Wadlow'],"After Kick-Ass‚Äô insane bravery inspires a new wave of self-made masked crusaders, he joins a patrol led by the Colonel Stars and Stripes. When these amateur superheroes are hunted down by Red Mist ‚Äî reborn as The Mother Fucker ‚Äî only the blade-wielding Hit-Girl can prevent their annihilation.",['English'],12.300999999999998,6.4,3532.0,28000000,60700000
678,tt0119934,,/3l6XZ9N9hOzVgXTsI2uYVFK0UPX.jpg,Without Limits,Without Limits,['Drama'],Released,9/11/1998,1998,117.0,"['Billy Crudup', 'Donald Sutherland', 'Monica Potter']",['Robert Towne'],"The film follows the life of famous 1970s runner Steve Prefontaine from his youth days in Oregon to the University of Oregon where he worked with the legendary coach Bill Bowerman, later to Olympics in Munich and his early death at 24 in a car crash.",['English'],2.891,6.5,29.0,25000000,777423
679,tt1440161,,/1DDjTd3eLaUyXcF3ndIUDZpHnPe.jpg,A Little Bit of Heaven,A Little Bit of Heaven,"['Comedy', 'Drama', 'Romance']",Released,2/3/2011,2011,106.0,"['Kate Hudson', 'Gael Garc√≠a Bernal', 'Romany Malco']",['Nicole Kassell'],"It's a comedy about a guarded woman who finds out she's dying of cancer, but when she meets her match, the threat of falling in love is scarier than death",['English'],6.301,6.3,317.0,0,1296937
680,tt0048728,,/wizxvCHhWTpJXxRew6FGPGFWTVl.jpg,To Catch a Thief,To Catch a Thief,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",Released,8/3/1955,1955,106.0,"['Cary Grant', 'Grace Kelly', 'Jessie Royce Landis']",['Alfred Hitchcock'],A delightful Hitchcock film about an ex-burglar who must catch a thief who‚Äôs been copying this style before he gets accused of the wrong crimes. His time is running out as the police are close behind him yet he finds time for a little romance of course. A classic masterpiece starring Grace Kelly and Cary Grant.,"['Français', 'English']",8.681000000000001,7.3,532.0,2500000,8750000
681,tt0319262,,/pRmpaFjtegy8PnUvSBDyT9dm7c.jpg,The Day After Tomorrow,The Day After Tomorrow,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",Released,5/26/2004,2004,124.0,[],[],"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.","['English', '日本語', 'Français', 'العربية', 'Español']",10.324000000000002,6.4,4039.0,125000000,544272402
682,tt0090728,,/yorjHTeWauQd81QeWoqMAHXAcCj.jpg,Big Trouble in Little China,Big Trouble in Little China,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Released,5/30/1986,1986,99.0,"['Kurt Russell', 'Kim Cattrall', 'Dennis Dun']",['John Carpenter'],"When trucker, Jack Burton agreed to take his friend, Wang Chi to pick up his fiancee at the airport, he never expected to get involved in a supernatural battle between good and evil. Wang's fiancee has emerald green eyes, which make her a perfect target for immortal sorcerer, Lo Pan and his three invincible cronies. Lo Pan must marry a girl with green eyes so he can regain his physical form.","['广州话 / 廣州話', 'English']",12.208,7.2,1230.0,25000000,11000000
683,tt0107497,,/dlTWhgLHdEgSmCa8nEFgN7Hfu05.jpg,Malice,Malice,"['Drama', 'Crime']",Released,9/29/1993,1993,107.0,"['Alec Baldwin', 'Nicole Kidman', 'Bill Pullman']",['Harold Becker'],"A tale about a happily married couple who would like to have children. Tracy teaches infants, Andy's a college professor. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor.",['English'],8.254,6.1,166.0,0,46405336
684,tt1114740,"[{'id': 328372, 'name': 'Mall Cop Collection', 'poster_path': '/dpI0Ms55QByARcgeMf0YK1z2x3D.jpg', 'backdrop_path': '/29gIFb0wzsl2ArW9HZ2S2ERdDp4.jpg'}]",/iQpC6Yia7LpwjYlmHkeyEOeG9w2.jpg,Paul Blart: Mall Cop,Paul Blart: Mall Cop,"['Action', 'Adventure', 'Comedy', 'Family']",Released,1/15/2009,2009,91.0,"['Kevin James', ""Keir O'Donnell"", 'Jayma Mays']",['Steve Carr'],"Mild-mannered Paul Blart (Kevin James) has always had huge dreams of becoming a State Trooper. Until then, he patrols the local mall as a security guard. With his closely cropped moustache, personal transporter and gung-ho attitude, only Blart seems to take his job seriously. All that changes when a team of thugs raids the mall and takes hostages. Untrained, unarmed and a super-size target, Blart has to become a real cop to save the day.",['English'],11.084000000000001,5.3,1258.0,26000000,183293131
685,tt2771200,,/tWqifoYuwLETmmasnGHO7xBjEtt.jpg,Beauty and the Beast,Beauty and the Beast,"['Family', 'Fantasy', 'Romance']",Released,3/16/2017,2017,129.0,"['Emma Watson', 'Dan Stevens', 'Luke Evans']",['Bill Condon'],A live-action adaptation of Disney's version of the classic 'Beauty and the Beast' tale of a cursed prince and a beautiful young woman who helps him break the spell.,['English'],27.941,6.9,10470.0,160000000,1262886337
686,tt0047849,,/ugKmQAQrjcFcxNq6DsxRPnIOXn8.jpg,Bad Day at Black Rock,Bad Day at Black Rock,"['Crime', 'Drama', 'Western']",Released,1/7/1955,1955,81.0,"['Spencer Tracy', 'Robert Ryan', 'Anne Francis']",['John Sturges'],A stranger visits a tiny Western town determined to keep a horrible secret.,['English'],6.355,7.2,128.0,1271000,3788000
687,tt2005151,,/wJXku1YhMKeuzYNEHux7XtaYPsE.jpg,War Dogs,War Dogs,"['Comedy', 'Crime', 'Drama']",Released,8/17/2016,2016,114.0,"['Miles Teller', 'Jonah Hill', 'Ana de Armas']",['Todd Phillips'],"Based on the true story of two young men, David Packouz and Efraim Diveroli, who won a $300 million contract from the Pentagon to arm America's allies in Afghanistan.","['shqip', 'العربية', 'English', 'Română']",13.81,6.8,2223.0,40000000,86234523
688,tt0100475,,/xBqAXQVws3gvzjk2S6vD7i3Ok8f.jpg,Repossessed,Repossessed,"['Comedy', 'Horror']",Released,9/14/1990,1990,80.0,"['Linda Blair', 'Ned Beatty', 'Leslie Nielsen']",['Bob Logan'],"It's been some time since Father Jebedaiah Mayii exorcised the Devil from little Nancy Aglet, who is now grown up with a husband and two children of her own. But the prince of darkness wants to go a second round and has returned to repossess her! With Father Mayii unwilling to help, Father Luke Brophy tries his best to help Nancy, even when TV's Ernest Weller plans to air the exorcism live on TV.","['Český', 'English', 'Magyar']",5.212999999999999,4.8,76.0,0,1382462
689,tt2401715,,/6JmXz1HPvjfNThPqiAWBgMIhKHX.jpg,The Devil's Violinist,The Devil's Violinist,['Drama'],Released,1/30/2013,2013,122.0,"['David Garrett', 'Joely Richardson', 'Jared Harris']",['Bernard Rose'],"The life story of Italian violinist and composer, Niccol√≤ Paganini, who rose to fame as a virtuoso in the early 19th Century.",['English'],3.65,5.9,57.0,0,11294
690,tt0121766,"[{'id': 10, 'name': 'Star Wars Collection', 'poster_path': '/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg', 'backdrop_path': '/d8duYyyC9J5T825Hg7grmaabfxQ.jpg'}]",/tgr5Pdy7ehZYBqBkN2K7Q02xgOb.jpg,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith,"['Science Fiction', 'Adventure', 'Action']",Released,5/17/2005,2005,140.0,"['Ewan McGregor', 'Natalie Portman', 'Hayden Christensen']",['George Lucas'],"Years after the onset of the Clone Wars, the noble Jedi Knights lead a massive clone army into a galaxy-wide battle against the Separatists. When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperor's new apprentice ‚Äì Darth Vader. The Jedi are decimated, as Obi-Wan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakin's own offspring ‚Äì the twin children born in secrecy who will grow up to become heroes.",['English'],14.207,7.2,6975.0,113000000,850000000
691,tt0053877,,/jlHA51o8mrDvIddOskmuuKSmBwK.jpg,The Grass Is Greener,The Grass Is Greener,"['Comedy', 'Drama', 'Romance']",Released,12/23/1960,1960,104.0,"['Cary Grant', 'Deborah Kerr', 'Robert Mitchum']",['Stanley Donen'],"Victor and Hillary are down on their luck to the point that they allow tourists to take guided tours of their castle. But Charles Delacro, a millionaire oil tycoon, visits, and takes a liking to more than the house. Soon, Hattie Durant gets involved and they have a good old fashioned love triangle.",['English'],3.123,6.3,39.0,0,6000000
692,tt0304711,,/rA4pObT4LkueerqbpIac5A7Ds3H.jpg,The Order,The Order,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']",Released,9/5/2003,2003,102.0,"['Heath Ledger', 'Shannyn Sossamon', 'Benno F√ºrmann']",['Brian Helgeland'],"For centuries, a secret Order of priests has existed within the Church. A renegade priest, Father Alex Bernier, is sent to Rome to investigate the mysterious death of one of the Order's most revered members. Following a series of strangely similar killings, Bernier launches an investigation that forces him to confront unimaginable evil.",['English'],6.067,5.0,132.0,35000000,11560806
693,tt0256415,,/suMTT3YgqeUg9vDJB0xZQhcekh7.jpg,Sweet Home Alabama,Sweet Home Alabama,"['Comedy', 'Romance']",Released,9/26/2002,2002,108.0,"['Reese Witherspoon', 'Josh Lucas', 'Patrick Dempsey']",['Andy Tennant'],"New York fashion designer Melanie Carmichael suddenly finds herself engaged to the city's most eligible bachelor. But Melanie's past holds many secrets, including Jake, the redneck husband she married in high school, who refuses to divorce her. Bound and determined to end their contentious relationship once and for all, Melanie sneaks back home to Alabama to confront her past.",['English'],8.856,6.2,700.0,30000000,180622424
694,tt1216491,,/i5Tgu6x2f5ALvHLmHRqDo69Vj0I.jpg,Kill the Messenger,Kill the Messenger,"['Thriller', 'Crime', 'Drama', 'Mystery']",Released,10/9/2014,2014,112.0,"['Jeremy Renner', 'Mary Elizabeth Winstead', 'Michael Sheen']",['Michael Cuesta'],A reporter becomes the target of a vicious smear campaign that drives him to the point of suicide after he exposes the CIA's role in arming Contra rebels in Nicaragua and importing cocaine into California. Based on the true story of journalist Gary Webb.,['English'],8.635,6.6,482.0,5000000,2450846
695,tt0085701,,/ua5BKMRDqchLWQiJi7HfXlxELec.jpg,The Hunger,The Hunger,"['Horror', 'Thriller', 'Romance']",Released,4/29/1983,1983,97.0,"['Catherine Deneuve', 'David Bowie', 'Susan Sarandon']",['Tony Scott'],"Miriam and John are an elegant couple with a dark secret: they are vampires. Feeding on human blood, Miriam has lived for over 2000 years. She gave her lover the gift of eternal life and together they hunt. But John begins aging rapidly, he seeks the help of Dr. Sarah Roberts. Miriam is immediately drawn to Sarah, desiring her as her next immortal companion...",['English'],6.522,6.5,191.0,0,5979292
696,tt0374271,,/xNH5HVOc6U7qMPh9pbUWJxzROZm.jpg,Tere Naam,Tere Naam,"['Romance', 'Thriller']",Released,8/15/2003,2003,132.0,"['Salman Khan', 'Bhumika Chawla', 'Mahima Chaudhry']",['Satish Kaushik'],"Lower Caste Radhey Mohan is a no good slacker, who is always picking fights and getting himself and his friends in trouble. One day he sees upper caste Nirjala, and is instantly attracted to her. When Nirjala comes to know about him, she is also attracted to him. The problems arise when marriage is proposed with Radhey, as Nirjala's family with have nothing to do with a lower caste groom, and they arrange Nirjala's marriage with Rameshwar, a young man from their caste. Radhey is arrested and imprisoned in a prison for the mentally unstable, where is chained to a wall, while Nirjala must undergo preparations to get married to Rameshwar.",['हिन्दी'],2.026,6.1,30.0,1,2
697,tt0104926,,/15WAVwCZfzwLKrYwU37VhtxWFXv.jpg,Mr. Baseball,Mr. Baseball,"['Comedy', 'Romance']",Released,10/1/1992,1992,108.0,"['Tom Selleck', 'Ken Takakura', 'Aya Takanashi']",['Fred Schepisi'],"Jack Elliot, a one-time MVP for the New York Yankees is now on the down side of his baseball career. With a falling batting average, does he have one good year left and can the manager of the Chunichi Dragons, a Japanese Central baseball league find it in him?","['English', 'Magyar']",3.4160000000000004,5.9,52.0,0,20000000
698,tt1663207,,/dSEjpA64DfGvhOPNOqVUfypwdpc.jpg,Life of Crime,Life of Crime,"['Comedy', 'Crime']",Released,9/14/2013,2013,94.0,"['John Hawkes', 'Yasiin Bey', 'Jennifer Aniston']",['Daniel Schechter'],Two common criminals get more than they bargained for after kidnapping the wife of a corrupt real-estate developer who shows no interest in paying the $1 million dollar ransom for her safe return.,['English'],9.472999999999999,5.6,195.0,12000000,265452
699,tt1365050,,/mhqavU5fQGQyiNyqFWFR0I0r2e4.jpg,Beasts of No Nation,Beasts of No Nation,"['Drama', 'War']",Released,9/11/2015,2015,137.0,"['Idris Elba', 'Opeyemi Fagbohungbe', 'Abraham Attah']",['Cary Fukunaga'],"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country. Follows the journey of a young boy, Agu, who is forced to join a group of soldiers in a fictional West African country. While Agu fears his commander and many of the men around him, his fledgling childhood has been brutally shattered by the war raging through his country, and he is at first torn between conflicting revulsion and fascination Depicts the mechanics of war and does not shy away from explicit, visceral detail, and paints a complex, difficult picture of Agu as a child soldier.",['English'],6.692,7.6,824.0,6000000,9077700
700,tt2869728,"[{'id': 376650, 'name': 'Ride Along Collection', 'poster_path': '/7bjrke8mdxWG3PnFgvipbEOhc0Q.jpg', 'backdrop_path': '/3ZX5hvXjMxWJ5joyJxmWJT5nZDo.jpg'}]",/A739odgY2FjoLvYLYdypUc6GpaY.jpg,Ride Along 2,Ride Along 2,"['Action', 'Comedy']",Released,1/14/2016,2016,102.0,"['Kevin Hart', 'Ice Cube', 'Olivia Munn']",['Tim Story'],"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.",['English'],10.7,6.2,874.0,40000000,124827316
701,tt0091419,,/bxRm8F7rnCsVDyrNh3K9yIFFBKL.jpg,Little Shop of Horrors,Little Shop of Horrors,"['Horror', 'Comedy', 'Music']",Released,12/19/1986,1986,94.0,"['Rick Moranis', 'Ellen Greene', 'Vincent Gardenia']",['Frank Oz'],"Seymour Krelborn is a nerdy orphan working at Mushnik's, a flower shop in urban Skid Row. He harbors a crush on fellow co-worker Audrey Fulquard, and is berated by Mr. Mushnik daily. One day as Seymour is seeking a new mysterious plant, he finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for his supper.",['English'],7.147,6.7,631.0,25000000,38748395
