id,belongs_to_collection,budget,genres,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,runtime,spoken_languages,status,tagline,title,Keywords,cast,crew,revenue,popularity2,rating,totalVotes,sequel,release_year,release_month,release_day,release_dayofweek,num_of_keywords,all_keywords,keyword_woman director,keyword_independent film,keyword_duringcreditsstinger,keyword_murder,keyword_based on novel,keyword_violence,keyword_sport,keyword_biography,keyword_aftercreditsstinger,keyword_dystopia,num_of_languages,all_languages,language_English,language_Français,language_Español,language_Deutsch,language_Pусский,Comedy,Drama,Family,Romance,Thriller,Action,Animation,Adventure,Horror,Documentary,Music,Crime,Science Fiction,Mystery,Foreign,Fantasy,War,Western,History,TV Movie
1677,,1900000,"['Comedy', 'Drama', 'Romance']",,tt0244504,pt,"Eu, Tu, Eles","A true story that comically depicts the relationship between an ordinary woman and her three husbands, who live in the same house in a poor and arid small village of the Brazilian northeast.",1.075939,/vyChqgIBKqvmQGwAnSJ2NLNhwjw.jpg,"['Columbia Pictures Corporation', 'Conspiração Filmes', 'Columbia TriStar Filmes do Brasil']",['Brazil'],8/17/2000,104.0,['Português'],Released,One woman. Four sons. Three fathers. No one said love was simple.,"Me, You, Them",['love triangle'],"['Regina Cas√©', 'Lima Duarte', 'St√™nio Garcia']",['Andrucha Waddington'],2070806,0.935,7.1,17.0,0,2000,8,17,3,1,love triangle,0,0,0,0,0,0,0,0,0,0,1,Português,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,,25000000,"['Drama', 'History']",,tt2006295,en,The 33,"Based on a true story about the collapse at the mine in San Jose, Chile that  left 33 miners isolated underground for 69 days.",8.383246,/6QkKCZCfFQ91jjRZgHndiE2npmw.jpg,"['Alcon Entertainment', 'Phoenix Pictures', 'Fabula', 'Half Circle']","['United States of America', 'Chile']",8/6/2015,120.0,"['Español', 'English']",Released,Hope Runs Deep,The 33,"['mining', 'chile', 'based on true story', 'survival', 'woman director', 'mining accident']","['Antonio Banderas', 'Rodrigo Santoro', 'Juliette Binoche']",['Patricia Riggen'],24902723,10.508,6.2,543.0,0,2015,8,6,3,6,based on true story chile mining mining accident survival woman director,1,0,0,0,0,0,0,0,0,0,2,English Español,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1679,,8500000,"['Drama', 'Fantasy', 'Science Fiction']",http://www.thezerotheorem-movie.com,tt2333804,en,The Zero Theorem,"A computer hacker's goal to discover the reason for human existence continually finds his work interrupted thanks to the Management; this time, they send a teenager and lusty love interest to distract him.",10.990614,/jsaRDf5Syw0dueU0mSXh4r1yzs0.jpg,"['Le Pacte', 'Zanuck Independent', 'Voltage Pictures', 'MediaPro Pictures', 'Zephyr Films', 'Picture Perfect Corporation', 'Wild Side Films']","['United Kingdom', 'France', 'United States of America', 'Romania']",1/2/2014,107.0,['English'],Released,Nothing is Everything,The Zero Theorem,"['virtual reality', 'dystopia', 'computer']","['Christoph Waltz', 'David Thewlis', 'M√©lanie Thierry']",['Terry Gilliam'],770706,6.935,6.0,591.0,0,2014,1,2,3,3,computer dystopia virtual reality,0,0,0,0,0,0,0,0,0,1,1,English,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1680,"[{'id': 64750, 'name': 'Blair Witch Collection', 'poster_path': '/qDQuKJZYLHrs1Ej64tYYFooFxc1.jpg', 'backdrop_path': '/e5GwLq0zBer3SuSJZodcNROnT6Z.jpg'}]",60000,"['Horror', 'Mystery']",http://www.blairwitch.com/,tt0185937,en,The Blair Witch Project,"In October of 1994 three student filmmakers disappeared in the woods near Burkittsville, Maryland, while shooting a documentary. A year later their footage was found.",14.838385999999998,/ip2IqmvCqFzvPe8RAHpT1My6XM9.jpg,"['Artisan Entertainment', 'Haxan Films']",['United States of America'],7/14/1999,81.0,['English'],Released,The scariest movie of all time is a true story.,The Blair Witch Project,"['witch', 'voodoo', 'legend', 'sorcery', 'maryland', 'forest', 'footage', 'horror', 'true', 'student', 'lost', 'found footage', 'film']","['Michael C. Williams', 'Heather Donahue', 'Joshua Leonard']","['Daniel Myrick', 'Eduardo S√°nchez']",248000000,12.083,6.3,1979.0,1,1999,7,14,2,13,film footage forest found footage horror legend lost maryland sorcery student true voodoo witch,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1681,,180000,"['Drama', 'Comedy', 'Family']",http://www.miramax.com/movie/children-of-heaven/,tt0118849,fa,بچه‌های آسمان,"Zohre's shoes are gone; her older brother Ali lost them. They are poor, there are no shoes for Zohre until they come up with an idea: they will share one pair of shoes, Ali's. School awaits...",7.523517,/nJklMF2D4s5S4NN1MgetA9Fqdvd.jpg,['The Institute for the Intellectual Development of Children & Young Adults'],['Iran'],8/1/1997,89.0,['فارسی'],Released,A Little Secret...Their Biggest Adventure!,Children of Heaven,"['brother sister relationship', 'class', 'foot race']","['Mohammad Amir Naji', 'Amir Farrokh Hashemian', 'Bahare Seddiqi']",['Majid Majidi'],900000,5.591,7.9,197.0,0,1997,8,1,4,3,brother sister relationship class foot race,0,0,0,0,0,0,0,0,0,0,1,فارسی,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,,16000000,"['Comedy', 'Drama', 'Romance']",,tt0114885,en,Waiting to Exhale,"Cheated on, mistreated and stepped on, the women are holding their breath, waiting for the elusive ""good man"" to break a string of less-than-stellar lovers. Friends and confidants Vannah, Bernie, Glo and Robin talk it all out, determined to find a better way to breathe.",3.859495,/16XOMpEaLWkrcPqSQqhTmeJuqQl.jpg,['Twentieth Century Fox Film Corporation'],['United States of America'],12/22/1995,127.0,['English'],Released,Friends are the people who let you be yourself... and never let you forget it.,Waiting to Exhale,"['based on novel', 'interracial relationship', 'single mother', 'divorce', 'chick flick']","['Whitney Houston', 'Angela Bassett', 'Loretta Devine']",['Forest Whitaker'],81452156,4.599,6.0,53.0,0,1995,12,22,4,5,based on novel chick flick divorce interracial relationship single mother,0,0,0,0,1,0,0,0,0,0,1,English,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1683,,11000000,"['Crime', 'Comedy']",,tt0186589,en,Sugar & Spice,"When Jack (James Marsden) and Diane (Marley Shelton) find themselves in an unexpected adult situation, the A-Squad comes to their rescue. In order to help their friend Diane, the A-Squad goes where no cheerleader has gone before: taking on a little after-school project known as bank robbery. But the A-Squad does things their way -- with sugar and spice -- forever changing their friendship, their future and the nation's notion of teen spirit.",7.715908,/5MsCJ8dpd0WtrrhQhrza2G1O0La.jpg,['New Line Cinema'],['United States of America'],1/24/2001,81.0,['English'],Released,Why would the most popular girl in school wear a mask?,Sugar & Spice,"['rebel', 'american football', 'robbery', 'bank', 'mask', 'cheerleader', 'high school', 'love', 'money', 'teenager', 'pregnancy', 'quarterback', 'woman director', 'guns', 'squad']","['Marla Sokoloff', 'Marley Shelton', 'Melissa George']",['Francine McDougall'],13276953,5.683,6.0,98.0,0,2001,1,24,2,15,american football bank cheerleader guns high school love mask money pregnancy quarterback rebel robbery squad teenager woman director,1,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1684,,0,"['Drama', 'Romance']",,tt0090036,en,The Slugger's Wife,"Darryl Palmer (Michael O'Keefe) is a major league baseball player who meets and pursues an attractive singer (Rebecca De Mornay). After some setbacks, the two are married and sent on an emotional journey that sees his career take off, while hers doesn't. When she gives up her dreams to support her husband, she can't escape her own unhappiness. With a separation on the horizon, Darryl must choose between his big-league life and his one true love.",0.000308,/zgWZVEZVKM4aJpiIi8juLH4yxHx.jpg,"['Columbia Pictures', 'Rastar Productions']",[],3/29/1985,105.0,['English'],Released,,The Slugger's Wife,[],"[""Michael O'Keefe"", 'Rebecca De Mornay', 'Randy Quaid']",['Hal Ashby'],1878561,0.0,0.0,0.0,0,1985,3,29,4,0,,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,,2153912,"['Comedy', 'Science Fiction']",,tt3621288,ru,Legok na Pomine,After getting approval to sell the old mansion young realtor starts to experience very strange things...,0.334881,/9YAVhnHha9YL6p5NnAnMURo5aVf.jpg,['Enjoy Movies'],['Russia'],2/27/2014,83.0,['Pусский'],Released,,Easy on the Eyes,"['fanatic', 'run for the money', 'teen comedy']","['Garik Kharlamov', 'Kristina Asmus', 'Yekaterina Vasilyeva']",['Eugene Abizov'],4864560,1.169,4.8,8.0,0,2014,2,27,3,3,fanatic run for the money teen comedy,0,0,0,0,0,0,0,0,0,0,1,Pусский,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1686,,60000000,"['Action', 'Thriller', 'Adventure', 'Crime']",,tt0119395,en,The Jackal,"Hired by a powerful member of the Russian mafia to avenge an FBI sting that left his brother dead, the perfectionist Jackal proves an elusive target for the men charged with the task of bringing him down: a deputy FBI boss and a former IRA terrorist.",11.131917,/6Hh2ROGTRKdbUfEXVVv5fNhmXK3.jpg,"['Universal Pictures', 'Toho-Towa', 'Mutual Film Company', 'Marubeni', 'Tele München Fernseh Produktionsgesellschaft (TMG)', 'Alphaville Films', 'British Broadcasting Corporation (BBC)', 'UGC PH', ""Mel's Cite du Cinema""]",['United States of America'],11/14/1997,124.0,"['English', 'Pусский']",Released,How do you stop an assassin who has no identity?,The Jackal,"['fbi', 'cold war', 'hitman']","['Bruce Willis', 'Richard Gere', 'Sidney Poitier']",['Michael Caton-Jones'],159330280,11.054,6.2,831.0,0,1997,11,14,4,3,cold war fbi hitman,0,0,0,0,0,0,0,0,0,0,2,English Pусский,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1687,,3000000,['Western'],,tt0040724,en,Red River,"Dunson is driving his cattle to Red River when his adopted son, Matthew, turns against him.",6.09018,/9TwFtppqU0zUvtNTIDxkV7zQebC.jpg,"['United Artists', 'Monterey Productions', 'Charles K. Feldman Group']",['United States of America'],8/26/1948,133.0,"['English', 'Deutsch', 'Italiano', 'Español']",Released,Big as the men who faced this challenge! Bold as the women who loved them!,Red River,"['texas', 'dangerous', 'kansas', 'cattle drive', 'revenge', 'cattle', 'adopted child', 'cattle empire']","['John Wayne', 'Montgomery Clift', 'Joanne Dru']","['Howard Hawks', 'Arthur Rosson']",9012000,5.936,7.3,160.0,0,1948,8,26,3,8,adopted child cattle cattle drive cattle empire dangerous kansas revenge texas,0,0,0,0,0,0,0,0,0,0,4,Deutsch English Español Italiano,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1688,,0,['Drama'],,tt0106438,en,Blue,"Against a plain, unchanging blue screen, a densely interwoven soundtrack of voices, sound effects and music attempt to convey a portrait of Derek Jarman's experiences with AIDS, both literally and allegorically, together with an exploration of the meanings associated with the colour blue.",1.437622,/4kVM89UqxiOopaDCAwPp9lyG37d.jpg,"['Channel Four Films', 'BBC Radio 3', 'Arts Council of Great Britain']",['United Kingdom'],8/19/1993,79.0,['English'],Released,,Blue,"['gay', 'poetry', 'aids', 'experimental film', 'blue', 'death', 'autobiographical']","['Nigel Terry', 'Derek Jarman']",['Derek Jarman'],1718328,2.958,7.3,26.0,0,1993,8,19,3,7,aids autobiographical blue death experimental film gay poetry,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,,41000000,['Comedy'],http://www.iloveyouman.com/,tt1155056,en,"I Love You, Man","Peter Klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, Zooey, discovers, to his dismay and chagrin, that he has no male friend close enough to serve as his Best Man. Peter immediately sets out to rectify the situation, embarking on a series of bizarre and awkward ""man-dates.""",12.929653,/gFL5cazCOhgsoO2mQuYPMdFekfE.jpg,"['The Montecito Picture Company', 'De Line Pictures', 'Bernard Gayle Productions']",['United States of America'],3/20/2009,105.0,['English'],Released,He needed a best man... He got the worst.,"I Love You, Man","['poker', 'bondage', 'duringcreditsstinger']","['Paul Rudd', 'Jason Segel', 'Rashida Jones']",['John Hamburg'],91636986,8.035,6.5,838.0,0,2009,3,20,4,3,bondage duringcreditsstinger poker,0,0,1,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,,0,"['Comedy', 'Crime', 'Drama']",,tt0069442,fr,Une belle fille comme moi,"Stanislas Previne is a young sociologist, preparing a thesis on criminal women. He chooses Camille Bliss as his subject of study and begins to visit her in prison for interviews. Camille became acquainted with trouble at a young age and justifies her actions by ""fate-bets.""  She is currently in prison for allegedly murdering one of her lovers. As she tells Stanislas of her life and love affairs, his interest in her grows to more than just professional.  Can he resist her charm?",0.326486,/smmc3iJCnxymfCUVtjqxjnfFxhl.jpg,"['Les Films du Carrosse', 'Columbia Films']",['France'],9/13/1972,98.0,['Français'],Released,,A Gorgeous Girl Like Me,"['interview', 'sociology', 'love affair', 'criminal']","['Bernadette Lafont', 'Andr√© Dussollier', 'Anne Kreis']",['Fran√ßois Truffaut'],457163,2.53,6.8,15.0,0,1972,9,13,2,4,criminal interview love affair sociology,0,0,0,0,0,0,0,0,0,0,1,Français,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1691,,0,['Action'],https://www.facebook.com/DeadLandsMovie,tt3399916,en,The Dead Lands,"Hongi, a Maori chieftain‚Äôs teenage son, must avenge his father‚Äôs murder in order to bring peace and honour to the souls of his loved ones after his tribe is slaughtered through an act of treachery. Vastly outnumbered by a band of villains led by Wirepa, Hongi‚Äôs only hope is to pass through the feared and forbidden ‚ÄúDead Lands‚Äù and forge an uneasy alliance with a mysterious warrior, a ruthless fighter who has ruled the area for years.",10.001517,/mUzTX8vhudMVT4s6odLsZ5Z0db6.jpg,['General Film Corporation'],['New Zealand'],9/4/2014,108.0,[''],Released,,The Dead Lands,"['new zealand', 'maori', 'revenge', 'historical society', 'tribal warfare']","['James Rolleston', 'Lawrence Makoare']",['Toa Fraser'],5240,3.284,6.3,55.0,0,2014,9,4,3,5,historical society maori new zealand revenge tribal warfare,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,,7000000,"['Crime', 'Drama', 'Thriller']",http://www.themoviefargo.com/,tt0116282,en,Fargo,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",12.61469,/pyEkyYgtyjOX1R9EYyUcgbK1sTn.jpg,"['PolyGram Filmed Entertainment', 'Working Title Films']",['United States of America'],4/5/1996,98.0,['English'],Released,A lot can happen in the middle of nowhere.,Fargo,"['cheating', 'ransom', 'salesclerk', 'winter', 'kidnapping', 'auto', 'unsociability', 'police', 'north dakota', 'murder', 'money', 'car dealership', 'woodchipper']","['William H. Macy', 'Frances McDormand', 'Steve Buscemi']",['Joel Coen'],60611975,14.667,7.8,3563.0,0,1996,4,5,4,13,auto car dealership cheating kidnapping money murder north dakota police ransom salesclerk unsociability winter woodchipper,0,0,0,1,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1693,,20000000,['Comedy'],,tt0083254,en,Under the Rainbow,"In World War II era Los Angeles, the manager of the Culver Hotel leaves his nephew in charge for a weekend. The nephew changes the name to the Hotel Rainbow and overbooks with royalty, assassins, secret agents, Japanese tourists, and munchkins (from the cast of _Wizard of Oz, The (1939)_ ). Secret Service agent Bruce Thorpe and casting director Annie Clark find romance amidst the intrigue and confusion.",0.69162,/mCdXzpghn4tPz6hbQcvS2UwOh1C.jpg,[],['United States of America'],7/31/1981,98.0,['English'],Released,Who knew so many little people would throw such a huge party?,Under the Rainbow,[],"['Chevy Chase', 'Carrie Fisher', 'Eve Arden']",['Steve Rash'],2297493,2.698,5.2,10.0,0,1981,7,31,4,0,,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,,5000000,"['TV Movie', 'Adventure', 'Drama', 'Science Fiction']",http://www.bbc.co.uk/programmes/p00t8qnw,tt0116118,en,Doctor Who,The Seventh Doctor becomes the Eighth. And on the streets of San Francisco ‚Äì alongside new ally Grace Holloway - he battles the Master.,5.147819,/sPdmcY6OSGOFDagLbJCqyzYYlt9.jpg,"['Universal TV', '20th Century Fox Television', 'BBC Worldwide']","['Canada', 'United Kingdom', 'United States of America']",3/31/1996,89.0,['English'],Released,He's Back...and It's About Time!,Doctor Who,"['clock', 'time', 'time travel', 'millenium', 'space']","['Paul McGann', 'Eric Roberts', 'Daphne Ashbrook']",['Geoffrey Sax'],42000000,6.053999999999999,6.3,102.0,0,1996,3,31,6,5,clock millenium space time time travel,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1695,,521873,"['Thriller', 'Crime']",,tt5662932,hi,रमन राघव २.०,"Set in present day Mumbai the story follows the life of a serial killer Ramanna who is inspired by an infamous serial killer from the 1960s Raman Raghav. His strange obsession with Raghavan, a young Cop keeps growing as he closely follows him without his knowledge and often creates situations where both of them come face to face.",1.6687939999999999,/m6TIIed4xwx2dZaqcd6748Kjscj.jpg,['Phantom Films'],['India'],6/24/2016,127.0,['हिन्दी'],Released,,Raman Raghav 2.0,"['psychopathic killer', 'serial killer', 'murder investigation', 'inspired by a true story']","['Nawazuddin Siddiqui', 'Vicky Kaushal', 'Sobhita Dhulipala']",['Anurag Kashyap'],1013926,3.16,7.2,45.0,0,2016,6,24,4,4,inspired by a true story murder investigation psychopathic killer serial killer,0,0,0,1,0,0,0,0,0,0,1,हिन्दी,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1696,,34000000,"['Action', 'Crime']",,tt3890160,en,Baby Driver,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",228.032744,/dN9LbVNNZFITwfaRjl4tmwGWkRg.jpg,"['Big Talk Productions', 'TriStar Pictures', 'Media Rights Capital', 'Working Title Films', 'Double Negative']","['United Kingdom', 'United States of America']",6/28/2017,113.0,['English'],Released,All you need is one killer track.,Baby Driver,"['robbery', 'atlanta', 'music', 'crime boss', 'romance', 'tinnitus', 'car chase', 'car', 'getaway driver']","['Ansel Elgort', 'Lily James', 'Kevin Spacey']",['Edgar Wright'],224511319,19.248,7.4,7325.0,0,2017,6,28,2,9,atlanta car car chase crime boss getaway driver music robbery romance tinnitus,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1697,,0,"['Action', 'Thriller']",,tt0100263,fr,Nikita,"A beautiful felon, sentenced to life in prison for the murder of a policeman, is given a second chance - as a secret political assassin controlled by the government.",6.5864009999999995,/mjSe0ehEPaSRMFYF9qVFGpk9ubM.jpg,"['Gaumont', 'Cecchi Gori Group Tiger Cinematografica', 'cechi gori group']","['France', 'Italy']",2/21/1990,115.0,"['English', 'Français', 'Italiano']",Released,She murders. So she can live.,La Femme Nikita,"['secret identity', 'special unit', 'romance', 'government assassin']","['Anne Parillaud', 'Marc Duret', 'Patrick Fontana']",['Luc Besson'],5000000,7.619,7.2,853.0,0,1990,2,21,2,4,government assassin romance secret identity special unit,0,0,0,0,0,0,0,0,0,0,3,English Français Italiano,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,,0,"['Drama', 'Romance', 'Thriller']",,tt0105391,en,Shining Through,"Spirited New Yorker Linda Voss goes to work for international lawyer and secret Office of Strategic Services operative Ed Leland just before World War II. As they fall in love, the United States enters the fight against Hitler, and Linda volunteers to work for Ed spying undercover behind Nazi lines. Assigned to uncover information about a German bomb, Linda also has personal motives to fulfill: discovering the fate of her Jewish family members in Berlin.",5.8603190000000005,/e3D4a0B7BbzJfDMuLurDvxZP2oY.jpg,"['Twentieth Century Fox Film Corporation', 'Sandollar Productions', 'Peter V. Miller Investment Corp.']","['United Kingdom', 'United States of America']",1/31/1992,132.0,['English'],Released,He needed to trust her with his secret. She had to trust him with her life.,Shining Through,"['germany', 'based on novel', 'nazis', 'double agent']","['Michael Douglas', 'Melanie Griffith', 'Liam Neeson']",['David Seltzer'],21621000,6.511,6.3,67.0,0,1992,1,31,4,4,based on novel double agent germany nazis,0,0,0,0,1,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,,50000000,"['Drama', 'Comedy', 'Family']",http://www.weboughtazoo.com/,tt1389137,en,We Bought a Zoo,"Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo ‚Äì welcome news for his daughter, but his son is not happy about it. The zoo is need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble.",10.563152,/2gYXRzCsQz7qpZKgoE28a9zX1eu.jpg,"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Vinyl Films', 'LBI Entertainment']",['United States of America'],12/22/2011,124.0,['English'],Released,A True Zoo Story,We Bought a Zoo,['zoo'],"['Matt Damon', 'Scarlett Johansson', 'Thomas Haden Church']",['Cameron Crowe'],120081841,8.241,6.7,1401.0,0,2011,12,22,3,1,zoo,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,,20000000,"['Thriller', 'Drama', 'Mystery']",http://www.disturbia.com/,tt0486822,en,Disturbia,"Kale is a 17-year-old placed under house arrest after punching his teacher. He is confined to his house, and decides to use his free time spying on his neighbors. Things start to get weird when guests enter the Turner's house and don't come back out. Kale and his friends, Ronnie and Ashley, start to grow more and more interested in what is actually happening within the house of Robert Turner.",18.006895999999998,/eyQ7vWEm2SClbAlNLTOhQhkSkFF.jpg,"['Paramount Pictures', 'DreamWorks SKG', 'Cold Spring Pictures', 'Montecito Picture Company, The']",['United States of America'],4/12/2007,105.0,"['English', 'Español']",Released,"The quieter the street, the darker the secrets....",Disturbia,"['kidnapping', 'young people']","['Shia LaBeouf', 'Sarah Roemer', 'Carrie-Anne Moss']",['D.J. Caruso'],117760134,8.056000000000001,6.6,1743.0,0,2007,4,12,3,2,kidnapping young people,0,0,0,0,0,0,0,0,0,0,2,English Español,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1701,,0,['Drama'],,tt0104756,en,Lorenzo's Oil,"Lorenzo Odone was a normal child until the age of 7. After then, strange things began to happen to him: he would have blackouts, memory lapses, and other strange mental phemonenons. He is eventually diagnosed as suffering from ALD: an extremely rare incurable degenerative brain disorder. Frustrated at the failings of doctors and medicine in this area, the Odones begin to educate themselves",9.968395,/d4Yq4Y4ieKLD8JzxSv1g8dZzcLN.jpg,['Universal Pictures'],['United States of America'],12/30/1992,135.0,"['English', 'Français', 'Magyar']",Released,Some people make their own miracles.,Lorenzo's Oil,"['parent child relationship', 'medicine', 'loss of child', 'dying and death']","['Susan Sarandon', 'Nick Nolte', 'Peter Ustinov']",['George Miller'],7286388,4.939,7.0,204.0,0,1992,12,30,2,4,dying and death loss of child medicine parent child relationship,0,0,0,0,0,0,0,0,0,0,3,English Français Magyar,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702,,0,['Documentary'],,tt3013258,fr,Sur le chemin de l'école,"These children live in the four corners of the earth, but share the same thirst for learning. They understand that only education will allow them a better future and that is why, every day, they must set out on the long and perilous journey that will lead them to knowledge. Jackson and his younger sister from Kenya walk 15 kilometres each way through a savannah populated by wild animals; Carlito rides more than 18 kilometres twice a day with his younger sister, across the plains of Argentina; Zahira lives in the Moroccan Atlas Mountains who has an exhausting 22 kilometres walk along punishing mountain paths before she reaches her boarding school; Samuel from India sits in a clumsy DIY wheelchair and the 4 kilometres journey is an ordeal each day, as his two younger brothers have to push him all the way to school‚Ä¶",1.7846819999999999,/4wLbZQnO81Q094UGv0gStRCZ4ds.jpg,['Ymagis'],['France'],9/25/2013,77.0,['Français'],Released,,On the Way to School,[],"['Noura Azzagagh', 'Zahira Badi']",['Pascal Plisson'],7424,2.8280000000000003,6.7,54.0,0,2013,9,25,2,0,,0,0,0,0,0,0,0,0,0,0,1,Français,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1703,,0,"['Crime', 'Thriller']",,tt0097074,en,Cohen and Tate,"A boy kidnapped by two mismatched hitmen puts them at each other's throats while being driven to their employers, possibly to be killed. Cohen, an older professional becomes increasingly irritated with his partner Tate, a brutish killer, when their prisoner uses unnatural guile and resourcefulness to play them off against each other.",2.0833180000000002,/fKzLqgWktOtdAjwSBhDPeGa8hXu.jpg,"['Nelson Entertainment', 'New Galactic', 'Tate Productions']",['United States of America'],1/1/1988,86.0,['English'],Released,,Cohen and Tate,[],"['Roy Scheider', 'Adam Baldwin', 'Harley Cross']",['Eric Red'],64227,2.011,7.1,19.0,0,1988,1,1,4,0,,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1704,"[{'id': 159616, 'name': 'East is East Collection', 'poster_path': '/aCRRl0LNpFgkwyW66OlcdfwVUs3.jpg', 'backdrop_path': '/tx3cY0yY2xWIT1shMOTOLJH8Nx4.jpg'}]",3837625,['Comedy'],http://www.westiswest.ca/,tt1441956,en,West Is West,"Comedy sequel to ""East is East"".  Manchester, North of England, 1975. The now much diminished, but still claustrophobic and dysfunctional, Khan family continues to struggle for survival. Sajid, the youngest Khan, the runt of the litter, is deep in pubescent crisis under heavy assault both from his father's tyrannical insistence on Pakistani tradition, and from the fierce bullies in the schoolyard. So, in a last, desperate attempt to 'sort him out', his father decides to pack him off to Mrs Khan No 1 and family in the Punjab, the wife and daughters he had abandoned 35 years earlier. It is not long before Ella Khan (Mrs Khan No2) with a small entourage from Salford, England, swiftly follows to sort out the mess, past and present.",0.7496649999999999,/nxVswoX7TcIxO6iiwjj5ipwgwnm.jpg,"['BBC Films', 'Assassin Films']",['United Kingdom'],10/19/2010,103.0,"['English', 'ਪੰਜਾਬੀ']",Released,Same family. Different country. A lot more baggage.,West Is West,"['pakistani', 'dysfunctional family']","['Aqib Khan', 'Om Puri', 'Linda Bassett']",['Andy de Emmony'],3867000,2.517,6.5,22.0,1,2010,10,19,1,2,dysfunctional family pakistani,0,0,0,0,0,0,0,0,0,0,2,English ਪੰਜਾਬੀ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
